,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Pret
0,2,65,NaN,79,semidecomand,1,Etaj 1 / 6,1,1,2018,beton,bloc de apartamente,P+6E,NaN,1,1,39.900
1,3,113,NaN,146,decomand,1,Etaj 1 / 9,1,2,2012,beton,bloc de apartamente,P+9E,NaN,1,1,62.500
2,3,131,NaN,NaN,NaN,1,Parter / 5,1,1,2020 (finalizata),beton,bloc de apartamente,P+5E,NaN,1,NaN,81.000
3,2,65,65,65,decomand,1,Etaj 1 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,NaN,1 (închise),42.400
4,2,66,66,66,decomand,1,Etaj 1 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1 (închise),35.700
5,1,52,52,68,decomand,lux,Etaj 10 / 10,1,1,2016,beton,bloc de apartamente,S+P+10E,NaN,NaN,1 (închise),43.500
6,3,85,NaN,95,decomand,lux,Etaj 3 / 6,1,2,2022 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,378.500
7,2,47,NaN,53,decomand,lux,Etaj 2 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,1,1,1,41.000
8,3,70,NaN,72,decomand,lux,Etaj 2 / 4,1,2,2021 (in constructie),beton,bloc de apartamente,P+4E,NaN,1,1,60.000
9,1,34,NaN,38,decomand,lux,Etaj 1 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,P+4E,NaN,1,1,29.000
10,2,53,NaN,60,decomand,1,Etaj 1 / 7,NaN,1,2019,caramida,bloc de apartamente,D+P+7E,NaN,1,1,43.000
11,2,50,NaN,55,decomand,1,Etaj 2 / 5,NaN,1,2020 (finalizata),NaN,bloc de apartamente,D+P+5E,NaN,NaN,1,41.500
12,2,36,NaN,45,semidecomand,1,Etaj 2 / 5,NaN,1,2020 (finalizata),NaN,bloc de apartamente,D+P+5E,NaN,NaN,1,31.900
13,2,67,87,NaN,decomand,1,Etaj 2 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,1,2,35.800
14,2,41,41,49,decomand,NaN,Etaj 1 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,1,35.500
15,6,334,NaN,401,decomand,lux,Etaj 10 / 12,NaN,4,2019,NaN,bloc de apartamente,S+P+12E,3,3,NaN,2.350.000 
16,3,"104,26 ",138.98,173,decomand,lux,Etaj 9 / 11,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,1 - Inclus în preț,2,315.000
17,2,51,51,59,decomand,1,Etaj 2 / 4,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+4E,NaN,1,1,62.000
18,4,140,140,167,decomand,1,Etaj 2 / 12,1,3,2020 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,314.000
19,3,"80,15 ",NaN,"103,15 ",decomand,lux,Etaj 1 / 3,1,2,2020,beton,bloc de apartamente,P+3E,NaN,1,NaN,134.500
20,2,52,52,60,decomand,lux,Etaj 5 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E+M,NaN,NaN,1,50.836
21,2,70,70,88,decomand,1,Etaj 1 / 4,1,2,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,1,1,74.800
22,3,"89,6 ",93.03,108,decomand,1,Etaj 2 / 11,1,2,2020 (in constructie),NaN,bloc de apartamente,S+P+11E,NaN,NaN,2,118.900
23,2,58,58,66,decomand,1,Etaj 1 / 4,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+4E,1,NaN,1,67.000
24,2,"59,92 ",59.92,"71,6 ",decomand,lux,Etaj 6 / 10,1,1,2022 (in constructie),beton,bloc de apartamente,D+P+10E,NaN,1,1 (închise),65.912
25,4,"90,39 ",104.5,124,semidecomand,1,Etaj 5 / 5,1,3,2018,beton,bloc de apartamente,P+5E,NaN,2,1,135.000
26,4,"196,07 ",206,"244,57 ",decomand,lux,Etaj 11 / 12,1,4,2020 (finalizata),beton,bloc de apartamente,S+P+12E,NaN,NaN,3,500.000
27,2,"70,24 ",70.24,"80,75 ",decomand,lux,Etaj 8 / 9,1,1,2019,beton,bloc de apartamente,S+P+9E,NaN,NaN,1 (închise),55.192
28,2,53,53,"58,9 ",semidecomand,1,Etaj 2 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,65.000
29,3,"70,12 ",73.72,"88,66 ",decomand,1,Etaj 2 / 9,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+9E+M,NaN,NaN,1,112.000
30,2,46,NaN,56,decomand,lux,Etaj 3 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,41.900
31,2,"70,09 ",70.09,"81,2 ",decomand,lux,Etaj 2 / 9,1,1,2019,beton,bloc de apartamente,S+P+9E,NaN,NaN,1 (închise),56.000
32,2,"46,13 ",NaN,"69,49 ",semidecomand,1,Etaj 6 / 7,NaN,1,2020,beton,bloc de apartamente,S+P+7E,NaN,NaN,1,77.000
33,2,59,59,69,decomand,lux,Etaj 2 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),69.900
34,3,67,67,NaN,decomand,NaN,Etaj 6 / 6,1,2,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,1,54.000
35,2,42,42,52,decomand,lux,Etaj 3 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),56.000
36,2,54,54,NaN,decomand,1,Etaj 8 / 10,1,1,2020 (finalizata),beton,bloc de apartamente,D+P+10E,NaN,NaN,1,61.500
37,2,51,58,70,decomand,lux,Etaj 1 / 3,1,1,2021 (in constructie),caramida,bloc de apartamente,P+3E,NaN,NaN,1,53.200
38,3,72,90,110,decomand,1,Etaj 2 / 7,1,2,2019,beton,bloc de apartamente,P+7E,NaN,NaN,1,160.000
39,2,50,50,60,decomand,1,Etaj 2 / 8,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,1,1 (închise),51.600
40,2,"54,5 ",65.86,79,decomand,lux,Etaj 8 / 11,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,156.000
41,3,77,NaN,87,semidecomand,1,Etaj 4 / 7,1,2,2020 (in constructie),caramida,bloc de apartamente,S+D+P+7E,NaN,NaN,2,174.000
42,2,41,41,NaN,decomand,NaN,Etaj 6 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,1,34.600
43,2,48,52,65,semidecomand,1,Etaj 1 / 3,1,1,2021 (in constructie),caramida,bloc de apartamente,P+3E,NaN,NaN,1,49.400
44,2,46,NaN,53,decomand,1,Etaj 5 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,1,1,40.000
45,3,"84,88 ",84.88,"105,39 ",semidecomand,lux,Etaj 7 / 8,1,2,2019,beton,bloc de apartamente,S+D+P+8E,NaN,NaN,1,173.950
46,3,67,NaN,85,decomand,1,Etaj 1 / 5,1,2,2020 (finalizata),beton,bloc de apartamente,P+5E,NaN,NaN,2,103.000
47,2,63,63,85,decomand,lux,Etaj 3 / 11,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,NaN,NaN,65.900
48,2,"58,5 ",58.5,"69,5 ",decomand,1,Etaj 3 / 3,1,1,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,1,82.000
49,3,"84,32 ",91.5,105,decomand,1,Etaj 1 / 3,1,2,2021 (in constructie),caramida,bloc de apartamente,P+3E,NaN,NaN,1,80.750
50,1,27,27,36,decomand,NaN,Etaj 1 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,NaN,1,23.000
51,2,"51,04 ",NaN,"61,24 ",decomand,1,Etaj 3 / 3,1,1,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,1,1,42.900
52,4,91,102,125,decomand,1,Etaj 2 / 7,1,2,2019,beton,bloc de apartamente,P+7E,NaN,NaN,1,209.000
53,1,"36,75 ",NaN,"46,67 ",decomand,1,Etaj 2 / 7,NaN,1,2020,beton,bloc de apartamente,S+P+7E,NaN,NaN,NaN,49.500
54,1,37,NaN,"46,83 ",decomand,1,Etaj 5 / 7,NaN,1,2020,beton,bloc de apartamente,S+P+7E,NaN,NaN,NaN,54.000
55,3,95,NaN,117,decomand,1,Etaj 2 / 3,1,2,2020 (in constructie),NaN,bloc de apartamente,P+3E,NaN,NaN,1,181.650
56,2,58,NaN,70,decomand,lux,Etaj 3 / 9,1,1,2021 (in constructie),NaN,bloc de apartamente,P+9E,NaN,NaN,1,79.500
57,3,75,87,106,decomand,1,Etaj 5 / 7,1,1,2019,beton,bloc de apartamente,P+7E,NaN,NaN,1,177.000
58,2,61,NaN,76,decomand,1,Etaj 2 / 3,1,1,2020 (in constructie),caramida,bloc de apartamente,P+3E,NaN,NaN,1,111.300
59,1,39,41,52,decomand,NaN,Etaj 2 / 3,1,1,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,40.755
60,3,70,NaN,91,semidecomand,lux,Etaj 1 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,NaN,1,1,88.740
61,3,82,90,111,decomand,lux,Etaj 4 / 11,1,2,2019,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,193.620
62,2,60,60,70,decomand,1,Etaj 2 / 8,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,1,1 (închise),62.700
63,2,56,NaN,NaN,decomand,1,Etaj 10 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,53.200
64,2,57,57,67,decomand,lux,Etaj 4 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),69.500
65,4,100,109,133,decomand,lux,Etaj 3 / 12,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,233.124
66,2,"56,78 ",NaN,"67,88 ",decomand,1,Etaj 4 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,85.000
67,1,"43,68 ",43.68,"53,44 ",decomand,lux,Etaj 2 / 2,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+2E,NaN,NaN,1,65.500
68,3,"89,43 ",103.92,"128,24 ",decomand,lux,Etaj 11 / 12,1,3,2020 (finalizata),beton,bloc de apartamente,S+P+12E,NaN,NaN,2,167.000
69,2,"56,79 ",60.31,"71,33 ",semidecomand,2,Etaj 4,1,1,2015,NaN,bloc de apartamente,S+P,NaN,NaN,1,92.700
70,3,"85,04 ",94.92,"114,06 ",decomand,lux,Etaj 2 / 11,1,2,NaN,beton,bloc de apartamente,S+P+11E,NaN,NaN,2,148.000
71,2,54,NaN,71,decomand,1,Etaj 8 / 10,1,1,2020 (in constructie),beton,bloc de apartamente,S+D+P+10E+M,NaN,NaN,1,55.000
72,4,152,NaN,176,decomand,lux,Parter / 5,1,3,2018,beton,bloc de apartamente,S+D+P+5E,NaN,2,1,870.000
73,1,39,39,47,decomand,1,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,32.900
74,1,32,NaN,43,decomand,1,Etaj 2 / 7,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,1,1,26.900
75,2,55,55,62,decomand,lux,Etaj 3 / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,1,1,29.900
76,2,53,NaN,64,decomand,1,Etaj 2 / 3,1,1,2019,beton,bloc de apartamente,P+3E,NaN,NaN,1,42.900
77,3,72,NaN,NaN,decomand,NaN,Etaj 7 / 7,1,2,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,1,1,59.900
78,2,55,NaN,65,decomand,1,Etaj 2 / 3,1,1,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,1,48.500
79,1,33,NaN,40,decomand,lux,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,32.900
80,2,54,54,59,decomand,lux,Etaj 1 / 2,1,1,2020 (finalizata),beton,bloc de apartamente,D+P+2E,NaN,1,1,50.000
81,2,53,53,57,decomand,1,Etaj 2 / 3,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+3E,NaN,NaN,1,49.000
82,3,80,NaN,NaN,decomand,1,Etaj 4 / 4,1,2,2018,beton,bloc de apartamente,S+P+4E+M,NaN,NaN,1,114.000
83,2,"51,04 ",NaN,"61,24 ",decomand,1,Etaj 3 / 3,1,1,2018,beton,bloc de apartamente,P+3E,NaN,NaN,1,42.900
84,2,47,NaN,55,semidecomand,1,Demisol / 2,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+2E,NaN,NaN,1,37.280
85,2,53,NaN,55,decomand,1,Etaj 1 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,44.500
86,4,121,159,194,decomand,1,Etaj 7 / 7,1,3,2019,beton,bloc de apartamente,P+7E,NaN,NaN,1,343.000
87,2,"58,27 ",NaN,"70,31 ",decomand,lux,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,147.651
88,2,46,46,59,decomand,1,Etaj 1 / 5,1,1,2020 (finalizata),beton,bloc de apartamente,P+5E,NaN,NaN,1,55.650
89,2,63,63,86,decomand,lux,Etaj 2 / 11,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,65.900
90,2,"47,2 ",55.5,86,semidecomand,lux,Etaj 1 / 7,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+7E,NaN,NaN,1,144.550
91,2,"59,82 ",59.82,"72,8 ",decomand,lux,Etaj 6 / 10,1,1,2019,beton,bloc de apartamente,D+P+10E,NaN,1,1 (închise),65.802
92,4,108,NaN,120,semidecomand,1,Etaj 1 / 4,1,3,2020 (finalizata),beton,bloc de apartamente,S+P+4E,NaN,NaN,1,145.800
93,3,89,NaN,100,decomand,1,Etaj 2 / 4,1,2,2020 (in constructie),beton,bloc de apartamente,S+P+4E,NaN,NaN,2,121.050
94,3,82,90.2,"110,6 ",decomand,lux,Etaj 5 / 11,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,179.237
95,2,60,60,70,decomand,lux,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),73.500
96,3,"80,23 ",80.23,"96,56 ",decomand,lux,Etaj 3 / 10,1,2,2019,beton,bloc de apartamente,D+P+10E,NaN,1,2 (închise),88.253
97,3,72,72,90,decomand,lux,Etaj 3 / 7,1,2,2019,beton,bloc de apartamente,D+P+7E,NaN,NaN,2,62.900
98,2,50,50,62,decomand,1,Etaj 3 / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,43.850
99,2,66,66,79,decomand,1,Etaj 1 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,P+6E,NaN,NaN,1,57.500
100,2,66,NaN,72,decomand,1,Etaj 3 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+5E,NaN,NaN,1,52.000
101,2,"57,98 ",57.98,"63,39 ",decomand,lux,Etaj 3 / 7,1,1,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,1,89.303
102,2,"57,67 ",57.67,"63,39 ",decomand,lux,Etaj 2 / 7,1,1,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,1,92.111
103,2,"57,98 ",57.98,"63,39 ",decomand,lux,Etaj 6 / 7,1,1,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,1,89.303
104,2,"57,67 ",57.67,"64,26 ",decomand,lux,Etaj 3 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,89.303
105,2,56,56,68,decomand,1,Etaj 2 / 5,1,1,2018,beton,bloc de apartamente,S+P+5E,NaN,NaN,1,53.900
106,2,NaN,52,68,decomand,lux,Etaj 1 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,NaN,1,1,66.300
107,3,77,NaN,NaN,semidecomand,1,Etaj 4 / 5,NaN,1,2019,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,71.500
108,2,73,NaN,NaN,decomand,lux,Etaj 3 / 10,NaN,NaN,NaN,NaN,NaN,P+10E,NaN,NaN,NaN,64.900
109,3,91,91,110,decomand,1,Etaj 1 / 4,1,2,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,1,1,102.000
110,2,44,44,48,semidecomand,1,Demisol / 2,1,1,2020 (in constructie),beton,bloc de apartamente,D+P+2E,NaN,NaN,1,31.000
111,3,112,NaN,NaN,decomand,lux,Etaj 1 / 4,NaN,2,2005,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,149.900
112,3,60,NaN,NaN,semidecomand,1,Etaj 5 / 10,NaN,1,Între 1941 şi 1977,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,73.000
113,2,65,NaN,NaN,NaN,NaN,Etaj 2,NaN,NaN,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,132.000
114,2,57,NaN,69,decomand,1,Etaj 5 / 5,1,1,2020 (finalizata),beton,bloc de apartamente,P+5E,NaN,NaN,1,84.100
115,3,82,NaN,100,semidecomand,1,Etaj 5 / 5,1,2,2019,beton,bloc de apartamente,S+P+5E,NaN,NaN,NaN,319.000
116,3,"160,74 ",NaN,"187,37 ",decomand,lux,Etaj 5 / 5,1,3,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,390.000
117,2,"61,75 ",61.75,72,decomand,1,Etaj 7 / 11,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,89.900
118,4,131,NaN,198,semidecomand,1,Parter / 5,1,3,2019,beton,bloc de apartamente,S+P+5E,NaN,NaN,NaN,449.000
119,2,"54,15 ",62.95,"74,98 ",semidecomand,2,Etaj 4,1,2,2016,beton,bloc de apartamente,D+P,NaN,NaN,1,95.000
120,2,66,NaN,70,decomand,1,Etaj 1 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,48.000
121,3,148,148,148,decomand,lux,Etaj 4 / 4,1,2,2007,NaN,bloc de apartamente,P+4E+M,NaN,NaN,4,124.000
122,2,"78,2 ",78.2,"78,2 ",decomand,1,Parter / 3,1,1,2020 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,2,87.000
123,3,"129,6 ",129.6,"129,6 ",decomand,lux,Etaj 5 / 10,1,2,2007,NaN,bloc de apartamente,P+10E,NaN,NaN,3,116.000
124,1,29,NaN,NaN,decomand,1,Etaj 2,1,1,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,37.900
125,2,55,55,63,semidecomand,lux,Etaj 5 / 11,1,1,2019,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,49.499
126,2,50,NaN,54,decomand,1,Etaj 1 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,44.000
127,2,"52,27 ",60,"63,34 ",decomand,1,Parter / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,85.900
128,3,99,NaN,110,decomand,1,Etaj 2 / 6,1,2,2012,beton,bloc de apartamente,P+6E,1,1,2,117.990
129,3,95,NaN,114,semidecomand,1,Etaj 2 / 5,1,2,2009,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,202.000
130,3,80,80,92,decomand,1,Etaj 7 / 11,1,2,2020 (in constructie),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,70.389
131,3,"89,04 ",89.04,102,decomand,1,Etaj 6 / 6,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,99.500
132,3,85,85,95,decomand,lux,Etaj 2 / 5,1,2,2020 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),109.500
133,4,100,109,133,decomand,lux,Etaj 4 / 12,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,1,1,219.170
134,2,"56,29 ",NaN,"69,19 ",decomand,lux,Etaj 1 / 3,1,1,2020 (finalizata),caramida,bloc de apartamente,P+3E,NaN,NaN,1,73.990
135,2,"41,45 ",45.45,NaN,decomand,1,Etaj 1 / 8,1,1,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,54.000
136,1,"35,55 ",39.05,NaN,decomand,1,Etaj 1 / 8,1,1,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,48.500
137,2,66,66,76,decomand,lux,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,2,67.856
138,3,"69,35 ",73.25,NaN,decomand,1,Etaj 1 / 8,1,2,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,79.800
139,3,65,69,78,decomand,1,Etaj 9 / 9,1,1,1993,NaN,bloc de apartamente,P+9E,NaN,NaN,1,73.500
140,2,56,56,56,decomand,1,Etaj 2 / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,35.700
141,2,52,NaN,NaN,decomand,1,Etaj 1,1,1,NaN,caramida,bloc de apartamente,NaN,NaN,NaN,NaN,62.900
142,1,57,NaN,65,decomand,lux,Parter / 3,1,1,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,33.500
143,2,"49,1 ",56.35,"59,2 ",decomand,1,Etaj 4 / 12,1,1,2022 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,88.385
144,2,"52,27 ",59.47,"64,6 ",decomand,lux,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,71.500
145,3,"132,6 ",NaN,160,decomand,lux,Etaj 2 / 2,1,1,2010,beton,casa/vila,P+2E+M,NaN,1,1,74.950
146,4,"192,13 ",NaN,"223,21 ",decomand,lux,Etaj 5 / 5,1,3,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,579.999
147,3,95,95,112,semidecomand,1,Etaj 1 / 3,1,2,2020 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,2,92.500
148,3,"104,26 ",138.98,173,decomand,lux,Etaj 1 / 11,1,2,2020 (finalizata),beton,bloc de apartamente,S+P+11E,NaN,NaN,2,269.500
149,3,"107,1 ",NaN,"127,9 ",decomand,lux,Etaj 1 / 5,1,2,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,254.999
150,2,53,53,63,decomand,1,Etaj 3 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E+M,NaN,1,1,52.000
151,2,40,NaN,NaN,decomand,NaN,Parter / 7,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,1,1,36.800
152,1,31,NaN,NaN,decomand,1,Etaj 1 / 3,1,1,2020 (in constructie),caramida,bloc de apartamente,P+3E,NaN,NaN,1,27.500
153,2,56,56,56,decomand,1,Etaj 2 / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,35.500
154,1,33,NaN,43,decomand,lux,Etaj 1 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,D+P+4E,NaN,1,1,43.000
155,2,67,67,67,decomand,1,Etaj 1 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,2 (închise),37.700
156,2,53,58,"70,03 ",decomand,1,Etaj 9 / 11,1,2,2020 (in constructie),beton,bloc de apartamente,P+11E,NaN,NaN,1,83.000
157,2,"46,1 ",46.1,"54,3 ",nedecomand,1,Etaj 1 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,1,1,39.900
158,2,51,NaN,59,decomand,1,Etaj 6 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,1,1,42.000
159,2,"53,52 ",53.52,"61,54 ",decomand,lux,Parter / 4,1,1,2020 (in constructie),beton,bloc de apartamente,P+4E,NaN,NaN,NaN,40.140
160,3,190,190,230,decomand,lux,Etaj 5 / 5,1,2,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,2,124.000
161,3,73,NaN,NaN,NaN,1,Etaj 1,1,NaN,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,83.400
162,3,"55,35 ",62.7,"66,2 ",decomand,1,Etaj 3 / 12,1,1,2020 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,112.446
163,2,64,64,75,decomand,lux,Etaj 2 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,58.800
164,2,"60,05 ",60.05,71,decomand,lux,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E+M,NaN,NaN,1,51.489
165,1,27,27,NaN,decomand,NaN,Etaj 3 / 3,1,1,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,23.000
166,3,"80,4 ",80.4,"86,74 ",decomand,lux,Etaj 5 / 7,1,2,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,2,120.000
167,2,"45,99 ",NaN,"52,3 ",decomand,1,Etaj 1 / 7,1,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,47.990
168,3,76,88,108,decomand,1,Etaj 1 / 7,1,2,2019,beton,bloc de apartamente,P+7E,NaN,NaN,2,161.000
169,3,"80,4 ",80.4,"86,74 ",decomand,lux,Etaj 4 / 7,1,2,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,2,116.000
170,3,"80,4 ",80.4,"86,74 ",decomand,lux,Etaj 3 / 7,1,2,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,2,120.000
171,2,57,NaN,67,decomand,1,Etaj 1 / 4,NaN,1,2021 (in constructie),beton,bloc de apartamente,P+4E,NaN,1,1,62.990
172,4,160,NaN,180,semidecomand,lux,Etaj 4 / 5,1,3,2010,beton,bloc de apartamente,P+5E,1,2,1,690.000
173,2,52,NaN,68,decomand,lux,Etaj 1 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,1,1,1,66.300
174,3,"80,4 ",80.4,"86,74 ",decomand,lux,Etaj 4 / 7,1,2,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,2,116.000
175,3,107,NaN,126,semidecomand,1,Etaj 1 / 3,1,2,2007,NaN,bloc de apartamente,P+3E,NaN,NaN,NaN,129.000
176,3,71,71,84,decomand,1,Etaj 2 / 8,1,2,2020 (in constructie),beton,bloc de apartamente,D+P+8E,NaN,1,1 (închise),73.200
177,3,70,NaN,91,decomand,lux,Etaj 2 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,NaN,1,1,88.740
178,2,"61,91 ",61.91,"74,62 ",decomand,lux,Etaj 4 / 10,1,1,2022 (in constructie),beton,bloc de apartamente,D+P+10E,NaN,1,1 (închise),68.101
179,4,"100,8 ",109.8,"133,7 ",decomand,lux,Etaj 1 / 12,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,2,1,219.170
180,2,51,51,58,decomand,1,Etaj 1 / 4,1,1,2020 (in constructie),caramida,bloc de apartamente,P+4E,NaN,NaN,1,68.900
181,2,55,62,78,decomand,lux,Etaj 2 / 11,1,1,2020 (in constructie),beton,bloc de apartamente,S+D+P+11E,NaN,NaN,1,137.000
182,2,40,NaN,NaN,decomand,1,Etaj 10 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,42.300
