,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Pret
9088,3,71,NaN,71,semidecomand,1,Etaj 1 / 3,1,2,2019,altele,bloc de apartamente,P+3E,NaN,NaN,1,94.000
9089,2,50,NaN,54,semidecomand,1,Etaj 7 / 10,1,1,1963,beton,bloc de apartamente,P+10E,NaN,NaN,1,63.500
9090,2,50,NaN,NaN,semidecomand,1,Etaj 9 / 10,NaN,NaN,Între 1977 şi 1990,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,87.000
9091,4,83,83,95,semidecomand,1,Etaj 6 / 9,1,2,1986,beton,bloc de apartamente,P+9E,NaN,NaN,2,139.000
9092,2,52,NaN,63,decomand,1,Etaj 1 / 5,NaN,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,53.520
9093,2,34,NaN,40,semidecomand,1,Parter / 2,NaN,1,1960,NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,74.900
9094,2,59,NaN,71,decomand,1,Etaj 9 / 10,1,1,2019,beton,bloc de apartamente,P+10E,NaN,NaN,1,79.500
9095,2,50,NaN,63,decomand,1,Etaj 2 / 2,1,1,2017,beton,bloc de apartamente,S+P+2E,NaN,NaN,1,69.900
9096,2,43,50,61,semidecomand,1,Etaj 3 / 8,1,1,2020 (in constructie),beton,bloc de apartamente,P+8E,NaN,1,1,105.000
9097,4,81,82,84,decomand,1,Parter / 4,1,1,1969,beton,bloc de apartamente,S+P+4E,NaN,NaN,1 (închise),115.000
9098,4,100,100,110,semidecomand,1,Etaj 4 / 5,1,2,1933,beton,bloc de apartamente,D+P+5E,NaN,NaN,2 (1 închise),145.000
9099,2,65,65,65,decomand,1,Etaj 1 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+4E,NaN,1,1,53.000
9100,2,53,NaN,58,semidecomand,1,Etaj 1 / 3,1,1,2020 (finalizata),altele,bloc de apartamente,P+3E,NaN,NaN,2,49.500
9101,4,138,189,200,decomand,lux,Etaj 3 / 3,1,2,2020 (in constructie),NaN,bloc de apartamente,P+3E,1,1,1,489.000
9102,3,64,NaN,76,semidecomand,1,Etaj 1 / 4,NaN,1,1965,NaN,bloc de apartamente,P+4E,NaN,NaN,1,73.000
9103,1,34,34,39,decomand,1,Etaj 3 / 10,1,1,1989,beton,bloc de apartamente,S+P+10E,NaN,NaN,1 (închise),51.000
9104,2,58,NaN,65,decomand,1,Parter / 8,1,1,2017,altele,bloc de apartamente,P+8E,NaN,NaN,1,120.000
9105,3,75,NaN,82,semidecomand,1,Etaj 3 / 10,1,1,1980,beton,bloc de apartamente,D+P+10E,NaN,1,2,134.000
9106,3,90,140.59,170,decomand,lux,Etaj 3 / 3,1,2,2018,beton,bloc de apartamente,S+P+3E,1,1,2,210.000
9107,2,66,66,76,decomand,1,Etaj 4 / 6,1,1,2020 (in constructie),beton,bloc de apartamente,P+6E,NaN,1,1,57.500
9108,3,75,NaN,NaN,decomand,1,Etaj 1 / 10,NaN,1,1975,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,88.000
9109,2,51,NaN,NaN,decomand,3,Parter / 2,NaN,NaN,2021 (in constructie),NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,74.000
9110,3,70,NaN,70,decomand,1,Parter / 8,1,2,1986,altele,bloc de apartamente,P+8E,NaN,NaN,NaN,87.000
9111,1,30,NaN,36,decomand,1,Etaj 1 / 4,NaN,1,2021 (in constructie),caramida,bloc de apartamente,P+4E,NaN,NaN,1,30.150
9112,3,64,68,68,NaN,1,Etaj 5 / 8,1,2,2020 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,135.000
9113,3,75,NaN,75,decomand,1,Etaj 6 / 12,1,1,1977,altele,bloc de apartamente,P+12E,NaN,NaN,1,79.000
9114,3,52,NaN,58,semidecomand,1,Parter / 7,1,1,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,1,NaN,44.500
9115,3,102,129,139,decomand,1,Etaj 2 / 8,1,2,2011,beton,bloc de apartamente,P+8E,NaN,NaN,1,120.600
9116,2,47,NaN,47,semidecomand,1,Etaj 6 / 8,1,1,1964,NaN,bloc de apartamente,P+8E,NaN,NaN,2,95.000
9117,3,76,76,90,decomand,1,Etaj 6 / 8,1,2,1990,NaN,bloc de apartamente,P+8E,NaN,1,1 (închise),137.000
9118,3,65,NaN,NaN,decomand,1,Parter / 10,1,2,NaN,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,85.963
9119,2,53,NaN,63,semidecomand,1,Etaj 1 / 4,1,1,2020 (in constructie),altele,bloc de apartamente,P+4E,NaN,26,1,82.000
9120,4,"192,1 ",NaN,"241,9 ",decomand,1,Etaj 6 / 6,NaN,4,2022 (in constructie),NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,1.067.500 
9121,3,"109,6 ",NaN,121,semidecomand,lux,Etaj 1 / 4,NaN,3,2022 (in constructie),NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,548.000
9122,3,"171,2 ",NaN,"197,6 ",decomand,lux,Etaj 1 / 4,NaN,3,2022 (in constructie),NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,856.000
9123,3,67,NaN,72,decomand,1,Etaj 1 / 4,1,2,1983,altele,bloc de apartamente,P+4E,NaN,NaN,2,82.000
9124,2,55,NaN,69,decomand,1,Etaj 2 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,92.000
9125,4,94,NaN,100,decomand,1,Etaj 10 / 11,1,2,1981,beton,bloc de apartamente,P+11E,NaN,NaN,2,148.000
9126,2,56,NaN,74,decomand,lux,Etaj 4 / 4,1,1,2019,NaN,bloc de apartamente,P+4E,NaN,1,1,72.000
9127,2,60,NaN,72,decomand,1,Parter / 8,1,1,1989,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,63.000
9128,1,34,NaN,NaN,decomand,1,Etaj 5 / 8,NaN,NaN,Între 1977 şi 1990,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,63.500
9129,2,61,61,72,decomand,1,Etaj 3 / 4,1,1,1986,beton,bloc de apartamente,P+4E,NaN,NaN,1 (închise),119.000
9130,2,55,55,78,decomand,1,Etaj 1 / 6,1,1,2019,beton,bloc de apartamente,S+P+6E,NaN,1,1,82.900
9131,1,26,NaN,40,semidecomand,1,Etaj 2 / 2,1,1,1945,caramida,casa/vila,P+2E,NaN,NaN,NaN,79.000
9132,3,67,NaN,73,semidecomand,1,Etaj 9 / 10,1,2,2020 (in constructie),beton,bloc de apartamente,S+P+10E,1,1,1,145.000
9133,3,70,NaN,80,semidecomand,1,Etaj 1 / 4,1,1,1976,beton,bloc de apartamente,P+4E,NaN,NaN,1,83.000
9134,3,85,NaN,NaN,decomand,1,Etaj 7 / 8,NaN,2,2009,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,136.000
9135,4,124,124,151,decomand,1,Etaj 1 / 4,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+4E,NaN,NaN,2,228.259
9136,2,56,NaN,NaN,semidecomand,3,Etaj 5,NaN,NaN,2018,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,71.000
9137,3,80,NaN,244,semidecomand,lux,Etaj 6 / 6,1,2,2018,NaN,bloc de apartamente,P+6E,NaN,1,NaN,248.000
9138,5,312,NaN,361,decomand,lux,Etaj 6 / 7,1,3,2009,NaN,bloc de apartamente,P+7E,1,1,1,589.999
9139,3,62,NaN,NaN,decomand,1,Etaj 1 / 4,1,2,2020 (finalizata),NaN,bloc de apartamente,P+4E,NaN,NaN,1,179.000
9140,2,51,NaN,51,decomand,lux,Parter / 4,1,1,1987,beton,bloc de apartamente,P+4E,NaN,NaN,1,97.900
9141,3,92,100,123,decomand,lux,Ultimele 2 etaje / 10,1,2,2019,beton,bloc de apartamente,S+P+10E,NaN,1,1,190.000
9142,2,40,54,54,decomand,1,Etaj 2 / 10,1,1,2020 (finalizata),beton,bloc de apartamente,P+10E,NaN,NaN,1,97.000
9143,4,97,97,105,decomand,1,Etaj 2 / 8,1,2,1993,beton,bloc de apartamente,S+P+8E,NaN,NaN,2,219.000
9144,1,"40,79 ",NaN,44,semidecomand,1,Etaj 4 / 4,1,1,2020 (finalizata),beton,bloc de apartamente,P+4E,NaN,NaN,1,35.000
9145,2,54,54,65,decomand,1,Etaj 3 / 6,1,1,2019,beton,bloc de apartamente,S+D+P+6E,NaN,NaN,1,85.000
9146,5,206,NaN,242,decomand,1,Etaj 4 / 9,NaN,4,2020 (in constructie),beton,bloc de apartamente,S+P+9E,1,2,NaN,1.100.000 
9147,3,71,NaN,83,decomand,1,Etaj 2 / 7,1,1,2021 (in constructie),altele,bloc de apartamente,P+7E,NaN,NaN,1,72.490
9148,2,54,NaN,60,decomand,1,Etaj 4 / 4,1,1,1984,beton,bloc de apartamente,P+4E,NaN,1,1,92.500
9149,2,68,NaN,81,semidecomand,lux,Etaj 4 / 15,1,1,2018,altele,bloc de apartamente,P+15E,NaN,NaN,1,200.000
9150,2,NaN,37.5,NaN,decomand,NaN,Etaj 7 / 10,1,1,NaN,NaN,bloc de apartamente,S+P+10E,NaN,NaN,1,39.000
9151,3,130,NaN,200,semidecomand,1,Etaj 1 / 1,NaN,2,1940,beton,casa/vila,P+1E+M,NaN,1,1,550.000
9152,2,56,NaN,NaN,decomand,1,Etaj 3 / 8,NaN,NaN,2010,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,45.000
9153,3,70,NaN,80,decomand,1,Etaj 2 / 10,1,1,1975,NaN,bloc de apartamente,P+10E,NaN,NaN,1 (închise),65.000
9154,4,216,NaN,"270,4 ",decomand,lux,Etaj 3 / 4,NaN,5,2022 (in constructie),NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,1.729.000 
9155,2,55,NaN,135,decomand,1,Etaj 3 / 3,1,1,2018,beton,bloc de apartamente,P+3E,NaN,NaN,1,65.000
9156,3,125,NaN,140,decomand,1,Etaj 2 / 4,1,2,2000,NaN,bloc de apartamente,P+4E,1,1,1,259.000
9157,3,64,NaN,NaN,semidecomand,1,Etaj 2 / 10,NaN,1,Între 1941 şi 1977,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,66.500
9158,3,65,NaN,65,semidecomand,1,Etaj 9 / 10,1,1,1970,NaN,bloc de apartamente,P+10E,NaN,NaN,1,65.000
9159,4,72,NaN,80,semidecomand,1,Etaj 2 / 7,1,2,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,1,1,57.500
9160,2,49,NaN,"58,31 ",semidecomand,1,Etaj 4,NaN,NaN,2009,beton,bloc de apartamente,NaN,NaN,NaN,NaN,74.999
9161,3,74,NaN,84,decomand,1,Etaj 3 / 7,1,2,Între 1990 şi 2000,NaN,bloc de apartamente,P+7E,NaN,NaN,NaN,233.000
9162,3,100,NaN,125,decomand,1,Parter / 1,1,3,2020 (in constructie),beton,bloc de apartamente,P+1E,NaN,2,NaN,105.000
9163,1,29,NaN,NaN,decomand,1,Etaj 3 / 4,1,1,1980,beton,bloc de apartamente,P+4E,NaN,1,NaN,45.000
9164,3,79,79,100,decomand,lux,Etaj 4 / 10,1,2,2020 (in constructie),beton,bloc de apartamente,S+P+10E+M,NaN,NaN,1,155.581
9165,3,70,NaN,70,decomand,1,Etaj 9 / 10,1,1,1977,altele,bloc de apartamente,P+10E,NaN,NaN,1,78.000
9166,3,132,132,172,decomand,lux,Mansarda / 2,1,2,2020 (finalizata),beton,bloc de apartamente,P+2E+M,NaN,NaN,2,129.000
9167,4,93,NaN,NaN,decomand,lux,Etaj 10,NaN,2,Între 1977 şi 1990,NaN,bloc de apartamente,NaN,NaN,1,2 (închise),190.000
9168,2,69,NaN,80,decomand,lux,Etaj 4 / 8,1,1,1994,altele,bloc de apartamente,P+8E,NaN,1,2,165.000
9169,1,36,NaN,40,decomand,1,Etaj 2 / 4,1,1,1988,beton,bloc de apartamente,P+4E,NaN,NaN,1,78.000
9170,2,45,NaN,NaN,decomand,1,Parter / 2,NaN,NaN,2014,NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,85.000
9171,4,100,NaN,110,decomand,1,Etaj 7 / 8,1,2,1993,altele,bloc de apartamente,P+8E,NaN,NaN,3,317.500
9172,3,104,NaN,104,decomand,NaN,Etaj 3 / 10,1,2,2007,beton,bloc de apartamente,S+P+10E,NaN,1,1,285.000
9173,3,86,NaN,103,decomand,1,Parter / 3,1,1,2011,beton,bloc de apartamente,P+3E,NaN,1,NaN,176.000
9174,3,75,80,96,semidecomand,1,Etaj 10 / 10,1,2,1974,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),92.500
9175,3,87,109,NaN,decomand,lux,Etaj 1,1,2,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,2,119.000
9176,2,57,64,79,decomand,1,Mansarda / 1,1,1,2018,beton,bloc de apartamente,P+1E+M,1,1,1,75.900
9177,1,26,NaN,29,semidecomand,1,Etaj 3 / 10,1,1,1978,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),40.000
9178,4,90,NaN,NaN,decomand,1,Etaj 4 / 4,NaN,2,Între 1941 şi 1977,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,80.000
9179,2,71,72,79,decomand,1,Etaj 1 / 5,1,1,2019,beton,bloc de apartamente,D+P+5E,NaN,NaN,NaN,100.000
9180,2,46,46,55,decomand,1,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,47.990
9181,3,68,68,78,decomand,1,Etaj 1 / 8,1,2,1989,beton,bloc de apartamente,S+P+8E,NaN,1,2 (închise),96.000
9182,2,48,48,50,decomand,1,Etaj 2 / 3,1,1,După 2010,beton,bloc de apartamente,P+3E,NaN,1,1,45.900
9183,2,56,NaN,NaN,semidecomand,lux,Etaj 1 / 5,NaN,NaN,2020 (finalizata),NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,57.048
9184,4,157,NaN,218,decomand,lux,Parter / 4,NaN,3,2004,beton,bloc de apartamente,S+P+4E,1,2,NaN,680.000
9185,3,66,NaN,90,semidecomand,1,Etaj 4 / 11,1,2,2009,NaN,bloc de apartamente,P+11E,NaN,NaN,1,88.000
9186,2,40,NaN,45,semidecomand,1,Demisol / 2,NaN,1,1960,NaN,bloc de apartamente,P+2E,NaN,NaN,NaN,65.000
9187,5,119,NaN,NaN,semidecomand,lux,Etaj 3 / 5,1,2,1932,beton,bloc de apartamente,S+P+5E+M,NaN,NaN,3 (1 închise),200.000
9188,2,57,NaN,58,decomand,1,Etaj 8 / 9,1,1,1967,NaN,bloc de apartamente,P+9E,NaN,NaN,NaN,79.996
9189,3,85,NaN,95,decomand,1,Etaj 1 / 5,1,2,2014,NaN,bloc de apartamente,P+5E,NaN,NaN,1,81.000
9190,2,48,51,51,decomand,1,Etaj 2 / 8,1,1,1978,NaN,bloc de apartamente,P+8E,NaN,1,1 (închise),73.500
9191,4,154,NaN,177,decomand,lux,Etaj 1 / 4,1,3,2009,beton,bloc de apartamente,P+4E,1,2,NaN,439.000
9192,2,49,NaN,64,decomand,1,Etaj 4 / 7,NaN,1,2020 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,52.800
9193,3,74,78,85,decomand,1,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,1,1,57.999
9194,3,65,NaN,74,decomand,1,Etaj 1 / 3,1,1,2016,beton,bloc de apartamente,D+P+3E,NaN,NaN,1,103.900
9195,3,107,NaN,120,NaN,lux,Etaj 3 / 4,1,2,2009,NaN,bloc de apartamente,P+4E,NaN,1,NaN,150.000
9196,4,173,215,250,decomand,lux,Etaj 2 / 5,1,3,2005,NaN,bloc de apartamente,P+5E,1,NaN,3,359.000
9197,1,42,42,45,decomand,1,Etaj 6 / 8,1,1,1990,beton,bloc de apartamente,P+8E,NaN,NaN,1 (închise),54.000
9198,3,90,97,116,semidecomand,1,Etaj 2 / 3,1,2,1945,beton,casa/vila,P+3E,1,1,1,239.000
9199,3,69,69,69,decomand,1,Etaj 4 / 4,1,1,Între 1977 şi 1990,beton,bloc de apartamente,S+P+4E,NaN,NaN,1 (închise),95.000
9200,3,68,NaN,70,circul,1,Etaj 1 / 10,1,1,1978,beton,bloc de apartamente,P+10E,NaN,NaN,1,80.000
9201,2,75,75,85,decomand,lux,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,2,83.600
9202,3,130,150,190,decomand,1,Etaj 9 / 11,1,2,2012,beton,bloc de apartamente,S+P+11E,NaN,2,2,698.000
9203,3,"82,14 ",NaN,93,decomand,lux,Etaj 1 / 3,1,2,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,180.708
9204,3,98,NaN,100,decomand,lux,Parter / 3,1,2,2015,beton,bloc de apartamente,D+P+3E,NaN,NaN,1,250.000
9205,2,"66,3 ",NaN,"77,57 ",decomand,1,Etaj 3 / 4,1,1,2020 (finalizata),altele,bloc de apartamente,P+4E,NaN,NaN,1,55.170
9206,3,71,NaN,79,semidecomand,1,Parter / 4,1,2,1995,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,104.900
9207,3,150,NaN,150,semidecomand,lux,Etaj 2 / 2,1,2,2020 (finalizata),caramida,bloc de apartamente,D+P+2E+M,NaN,NaN,2,225.000
9208,3,101,NaN,120,decomand,1,Etaj 3 / 3,NaN,2,2020 (finalizata),NaN,bloc de apartamente,P+3E,NaN,1,NaN,128.999
9209,3,102,130,149,decomand,1,Etaj 1 / 8,1,2,2011,beton,bloc de apartamente,S+P+8E,NaN,1,1,124.500
9210,2,42,47,"54,3 ",decomand,1,Etaj 8 / 8,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+8E,NaN,NaN,1,105.500
9211,3,70,NaN,NaN,semidecomand,1,Etaj 1 / 8,NaN,2,Între 1977 şi 1990,NaN,bloc de apartamente,P+8E,NaN,NaN,NaN,87.000
9212,2,60,NaN,65,decomand,1,Etaj 7 / 8,1,1,1997,beton,bloc de apartamente,P+8E,NaN,NaN,1,105.000
9213,4,80,NaN,85,semidecomand,1,Etaj 9 / 10,1,2,1984,altele,bloc de apartamente,P+10E,NaN,NaN,1,120.000
9214,2,42,42,51,decomand,1,Etaj 2 / 5,1,1,2019,beton,bloc de apartamente,P+5E,NaN,1,1,44.900
9215,3,67,67,72,semidecomand,1,Etaj 1 / 10,1,1,1970,beton,bloc de apartamente,S+P+10E,NaN,NaN,1 (închise),79.000
9216,2,52,NaN,64,decomand,1,Etaj 5 / 8,1,1,2021 (in constructie),caramida,bloc de apartamente,P+8E,NaN,NaN,1,82.200
9217,3,84,NaN,102,decomand,lux,Etaj 1 / 7,NaN,2,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,NaN,2,75.230
9218,4,92,92,100,decomand,lux,Etaj 4 / 8,1,2,1992,beton,bloc de apartamente,S+P+8E,NaN,NaN,2 (închise),174.900
9219,1,"54,49 ",58.61,NaN,NaN,NaN,Etaj 4,1,1,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,1,59.524
9220,3,100,100,115,decomand,1,Parter / 3,1,2,2020 (in constructie),beton,bloc de apartamente,D+P+3E,NaN,NaN,1,180.000
9221,2,55,55,55,decomand,1,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,63.500
9222,2,38,NaN,48,decomand,1,Etaj 2 / 2,1,1,1939,caramida,casa/vila,P+2E,NaN,NaN,NaN,56.500
9223,3,70,NaN,75,decomand,1,Etaj 7 / 8,1,2,1986,altele,bloc de apartamente,P+8E,NaN,NaN,NaN,97.000
9224,3,67,NaN,100,decomand,lux,Etaj 6 / 6,NaN,2,2017,NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,214.900
9225,2,56,NaN,57,decomand,NaN,Etaj 8 / 10,1,1,1985,beton,bloc de apartamente,P+10E,NaN,NaN,2,88.996
9226,2,81,NaN,114,semidecomand,lux,Parter / 4,1,2,2010,altele,bloc de apartamente,P+4E,NaN,1,NaN,171.000
9227,2,66,66,76,decomand,1,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,1,1,52.400
9228,3,65,68,69,semidecomand,1,Parter / 4,1,1,1970,beton,bloc de apartamente,S+P+4E,NaN,NaN,1 (închise),86.900
9229,3,67,NaN,80,decomand,1,Parter / 4,1,2,1983,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,64.900
9230,2,49,52,65,decomand,1,Etaj 4 / 8,1,1,1984,beton,bloc de apartamente,S+P+8E,NaN,NaN,1 (închise),62.999
9231,2,59,NaN,73,semidecomand,lux,Etaj 1 / 3,1,1,2021 (in constructie),NaN,bloc de apartamente,D+P+3E,1,1,1,62.000
9232,2,55,NaN,63,decomand,1,Etaj 2 / 6,1,1,2003,altele,bloc de apartamente,P+6E,NaN,NaN,1,90.000
9233,3,74,NaN,98,decomand,1,Etaj 1 / 6,1,2,2022,beton,bloc de apartamente,P+6E,1,1,2,156.900
9234,4,202,NaN,270,semidecomand,lux,Etaj 2 / 5,2,4,2017,NaN,bloc de apartamente,P+5E,NaN,NaN,3,1.199.000 
9235,4,"79,5 ",NaN,88,semidecomand,1,Etaj 4 / 8,1,2,1980,beton,bloc de apartamente,P+8E,NaN,NaN,2 (închise),120.000
9236,3,70,NaN,75,semidecomand,1,Etaj 6 / 8,1,2,1987,beton,bloc de apartamente,P+8E,NaN,NaN,1,112.000
9237,2,87,87,97,decomand,lux,Parter / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,76.904
9238,1,31,NaN,34,semidecomand,1,Etaj 7 / 10,1,1,1965,beton,bloc de apartamente,P+10E,NaN,NaN,1,42.500
9239,3,93,NaN,NaN,decomand,1,Parter / 3,NaN,2,2010,NaN,bloc de apartamente,P+3E,NaN,NaN,NaN,84.000
9240,2,70,NaN,72,decomand,1,Etaj 1 / 5,NaN,2,1955,NaN,bloc de apartamente,P+5E,NaN,NaN,1 (închise),99.000
9241,2,53,53,60,decomand,1,Etaj 1 / 3,1,1,2019,beton,bloc de apartamente,P+3E,NaN,1,1,40.000
9242,2,55,NaN,65,decomand,lux,Etaj 4 / 11,1,1,2020 (finalizata),NaN,bloc de apartamente,P+11E,NaN,NaN,1,79.900
9243,2,52,NaN,52,decomand,1,Etaj 8 / 9,1,1,1974,beton,bloc de apartamente,P+9E,NaN,NaN,1,52.000
9244,2,68,NaN,80,semidecomand,lux,Etaj 1 / 3,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+3E,NaN,1,2,171.800
9245,3,75,NaN,88,decomand,1,Parter / 7,1,2,1982,altele,bloc de apartamente,P+7E,NaN,NaN,NaN,169.900
9246,2,"50,18 ",NaN,NaN,NaN,NaN,Etaj 2 / 8,1,1,1986,NaN,bloc de apartamente,S+P+8E,NaN,NaN,1,68.000
9247,3,119,NaN,NaN,decomand,lux,Etaj 6 / 16,NaN,2,2014,NaN,bloc de apartamente,P+16E,NaN,NaN,NaN,149.900
9248,3,67,75,75,semidecomand,1,Etaj 7 / 10,1,1,1968,beton,bloc de apartamente,P+10E,NaN,1,2 (închise),82.500
9249,1,34,NaN,46,decomand,1,Etaj 5 / 10,1,1,1986,beton,bloc de apartamente,P+10E,NaN,NaN,1,45.000
9250,1,45,NaN,53,decomand,lux,Etaj 3 / 9,1,1,2020 (in constructie),beton,bloc de apartamente,P+9E,NaN,NaN,1,58.600
9251,3,78,78,90,semidecomand,1,Etaj 4 / 4,1,2,1998,beton,bloc de apartamente,P+4E,NaN,NaN,2 (închise),124.000
9252,3,"68,9 ",NaN,"79,68 ",semidecomand,1,Parter / 4,1,2,2015,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,92.400
9253,1,"37,7 ",37.7,47,decomand,1,Etaj 1 / 5,1,1,2020 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,35.810
9254,3,100,NaN,120,decomand,1,Etaj 1 / 2,1,1,2012,altele,bloc de apartamente,P+2E,NaN,NaN,1,89.700
9255,3,70,85,NaN,NaN,NaN,Etaj 7 / 12,1,2,2020 (finalizata),NaN,bloc de apartamente,S+D+P+12E,NaN,NaN,2,165.000
9256,1,47,NaN,47,decomand,1,Etaj 2 / 4,1,1,1996,beton,bloc de apartamente,P+4E,NaN,NaN,1,49.000
9257,1,33,NaN,NaN,decomand,1,Etaj 1,NaN,NaN,Între 1977 şi 1990,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,44.000
9258,3,65,68,68,semidecomand,1,Etaj 1 / 4,1,1,1970,beton,bloc de apartamente,P+4E,NaN,NaN,1,69.000
9259,2,53,NaN,60,decomand,lux,Etaj 3 / 10,NaN,1,2018,NaN,bloc de apartamente,P+10E,NaN,NaN,1,135.000
9260,3,68,NaN,NaN,decomand,lux,Etaj 3 / 5,NaN,1,2020 (finalizata),NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,86.000
9261,3,71,72,73,decomand,1,Parter / 10,1,1,1975,beton,bloc de apartamente,P+10E,NaN,NaN,1 (închise),78.000
9262,3,69,NaN,74,semidecomand,1,Etaj 4 / 8,1,2,1992,NaN,bloc de apartamente,P+8E,NaN,NaN,1,129.000
9263,2,61,NaN,72,semidecomand,1,Etaj 5 / 6,1,1,2020 (finalizata),caramida,bloc de apartamente,P+6E,NaN,NaN,1,69.550
9264,5,92,NaN,101,decomand,1,Etaj 7 / 10,1,2,1984,altele,bloc de apartamente,P+10E,NaN,1,2,147.000
9265,3,100,NaN,NaN,NaN,NaN,Parter / 1,NaN,NaN,NaN,NaN,casa/vila,P+1E,NaN,NaN,NaN,145.000
9266,4,"80,13 ",NaN,93,semidecomand,1,Etaj 2 / 10,1,2,1983,beton,bloc de apartamente,P+10E,NaN,NaN,2 (închise),115.000
9267,3,68,NaN,70,semidecomand,lux,Etaj 9 / 10,NaN,1,1977,beton,bloc de apartamente,P+10E,NaN,NaN,NaN,79.000
9268,3,69,NaN,75,decomand,1,Etaj 3 / 8,1,1,1979,beton,bloc de apartamente,S+P+8E,NaN,NaN,1 (închise),78.000
9269,2,60,60,68,decomand,1,Etaj 7 / 8,1,1,1997,NaN,bloc de apartamente,P+8E,NaN,NaN,1,89.000
9270,2,66,NaN,75,decomand,lux,Etaj 2 / 6,1,1,2020 (finalizata),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,57.500
9271,2,33,NaN,35,semidecomand,1,Parter / 3,1,1,1965,caramida,bloc de apartamente,P+3E,NaN,NaN,NaN,75.000
9272,4,150,NaN,190,semidecomand,lux,Parter / 6,1,2,2006,beton,bloc de apartamente,P+6E,1,1,NaN,335.000
9273,2,67,75,75,semidecomand,1,Etaj 2 / 8,1,1,1995,beton,bloc de apartamente,P+8E,NaN,NaN,2 (închise),132.000
9274,3,65,NaN,78,decomand,1,Etaj 1 / 8,1,2,1983,beton,bloc de apartamente,P+8E,NaN,NaN,1,85.000
9275,2,50,NaN,53,decomand,1,Etaj 1 / 4,1,1,1985,altele,bloc de apartamente,P+4E,NaN,NaN,1,96.000
9276,4,122,130,145,decomand,lux,Etaj 2 / 4,1,3,2018,beton,bloc de apartamente,D+P+4E,2,2,1,500.000
9277,1,31,31,"35,34 ",decomand,1,Etaj 8 / 8,1,1,2020 (finalizata),beton,bloc de apartamente,D+P+8E,NaN,1,1 (închise),24.800
9278,3,66,NaN,70,semidecomand,1,Etaj 1 / 10,1,1,1977,beton,bloc de apartamente,P+10E,NaN,NaN,1,79.000
