,Nr camere,Suprafata utila,Suprafata utila totala,Suprafata construita,Compartimentare,Confort,Etaj,Nr. bucatarii,Nr. bai,An constructie,Structura rezistenta,Tip imobil,Regim inaltime,Nr. garaje,Nr. locuri parcare,Nr. balcoane,Latitudine,Longitudine,Zona,Pret
149,3,81,NaN,NaN,semidecomand,1,Etaj 3 / 4,NaN,1,NaN,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4407931,26.1255565,Iancului,120.000 
150,2,75,NaN,NaN,semidecomand,1,Etaj 6 / 6,NaN,NaN,2008,NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,44.4221732,26.0801777,13 Septembrie,135.000 
151,2,63,NaN,72,decomand,1,Etaj 3 / 3,1,1,2021 (finalizata),beton,bloc de apartamente,P+3E,NaN,1,1,44.381375,26.1601109,Central,52.100 
152,2,57,NaN,69,decomand,1,Etaj 5 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4231718,26.1746261,Titan,84.100 
153,1,33,NaN,43,decomand,lux,Etaj 1 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,NaN,1,1,44.5396609,25.9813568,Pipera,44.720 
154,2,50,NaN,54,decomand,1,Etaj 1 / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.4073654,25.9891428,Prelungirea Ghencea,44.000 
155,1,39,NaN,47,NaN,NaN,Etaj 3 / 10,NaN,1,2019,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4291301,26.0359258,Lujerului,66.000 
156,2,46,NaN,53,decomand,1,Etaj 6 / 6,1,1,2020,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4475187,25.9920631,Militari,38.000 
157,2,"49,83 ",57.35,"66,33 ",decomand,lux,Etaj 4 / 25,NaN,1,2023 (in constructie),beton,bloc de apartamente,S+P+25E,NaN,1 - Inclus în preț,1,44.4765217,26.1013528,Floreasca,196.420 
158,3,148,148,148,decomand,lux,Etaj 4 / 4,1,2,2007,NaN,bloc de apartamente,P+4E+M,NaN,NaN,4,44.5004536,26.1347944,Pipera,124.000 
159,3,"129,6 ",129.6,"129,6 ",decomand,lux,Etaj 5 / 10,1,2,2007,NaN,bloc de apartamente,P+10E,NaN,NaN,3,44.4875417,26.1217688,Pipera,116.000 
160,3,74,74,85,decomand,lux,Etaj 1 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),44.3762761,26.1102658,Brâncoveanu,89.500 
161,1,29,NaN,NaN,decomand,1,Etaj 2,1,1,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,44.4180958,26.1894719,Titan,37.900 
162,2,"52,27 ",60,"63,34 ",decomand,1,Parter / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,44.4120815,26.1824573,Titan,85.900 
163,2,65,65,75,decomand,lux,Etaj 1 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+5E,NaN,NaN,2 (închise),44.3746541,26.1127442,Brâncoveanu,75.000 
164,3,"78,54 ",90.21,109,decomand,lux,Etaj 1 / 11,1,2,2020,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.4778127,26.1076106,Floreasca,199.500 
165,2,"45,99 ",NaN,"52,3 ",decomand,1,Etaj 2 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4103952,26.2018087,Theodor Pallady,47.990 
166,3,82,NaN,100,semidecomand,1,Etaj 5 / 5,1,2,2019,beton,bloc de apartamente,S+P+5E,NaN,NaN,NaN,44.4281248,26.0933388,P-ţa Unirii,319.000 
167,2,41,NaN,48,NaN,1,Etaj 8 / 11,1,1,2008,altele,bloc de apartamente,P+11E,NaN,NaN,NaN,44.4000307,26.1481613,Berceni,50.000 
168,3,95,NaN,114,semidecomand,1,Etaj 2 / 5,1,2,2009,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4841868,26.0890692,Herăstrău,202.000 
169,2,55,55,62,decomand,1,Etaj 1 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.3686105,26.1117275,Berceni,51.000 
170,3,80,80,92,decomand,1,Etaj 7 / 11,1,2,2020,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.4087682,25.9869353,Prelungirea Ghencea,70.389 
171,3,85,85,95,decomand,lux,Etaj 2 / 5,1,2,2020,beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),44.3746363,26.112723,Brâncoveanu,109.500 
172,3,"89,04 ",89.04,102,decomand,1,Etaj 6 / 6,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,44.411849,26.1840007,Theodor Pallady,99.500 
173,4,100,109,133,decomand,lux,Etaj 4 / 12,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,1,1,44.4745196,26.0547523,Domenii,233.975 
174,3,"72,19 ",72.19,"86,48 ",decomand,lux,Etaj 6 / 7,1,2,2019,beton,bloc de apartamente,S+P+7E,NaN,NaN,1,44.4895451,26.1304436,Pipera,130.000 
175,2,55,55,60,decomand,1,Etaj 7 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,44.412365,26.2032621,Theodor Pallady,52.490 
176,2,"56,29 ",NaN,"69,19 ",decomand,lux,Etaj 1 / 3,1,1,2020,caramida,bloc de apartamente,P+3E,NaN,NaN,1,44.5541407,26.0802503,Central,73.990 
177,4,131,NaN,198,semidecomand,1,Parter / 5,1,3,2019,beton,bloc de apartamente,S+P+5E,NaN,NaN,NaN,44.4281248,26.0933388,P-ţa Unirii,449.000 
178,3,"69,35 ",73.25,NaN,decomand,1,Etaj 1 / 8,1,2,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,44.3759076,26.1029545,P-ţa Reşiţa,79.800 
179,2,"51,95 ",NaN,"56,4 ",decomand,1,Etaj 2 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4134176,26.1975686,Theodor Pallady,55.490 
180,1,"35,55 ",39.05,NaN,decomand,1,Etaj 1 / 8,1,1,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,44.3759076,26.1029545,P-ţa Reşiţa,48.500 
181,2,"41,45 ",45.45,NaN,decomand,1,Etaj 1 / 8,1,1,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,44.3759076,26.1029545,P-ţa Reşiţa,54.000 
182,2,"45,99 ",45.99,53,decomand,1,Etaj 2 / 7,1,1,2020,beton,bloc de apartamente,S+P+7E,NaN,NaN,1,44.4122754,26.2012697,Theodor Pallady,47.990 
183,3,"88,58 ",88.58,"105,33 ",decomand,lux,Etaj 6 / 11,1,2,2019,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.4897474,26.1300397,Pipera,157.500 
184,2,66,66,76,decomand,lux,Etaj 1 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.5226248,26.1434944,Pipera,71.428 
185,3,73,NaN,85,decomand,1,Etaj 1 / 7,NaN,2,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4114861,26.2024195,Theodor Pallady,69.100 
186,3,65,69,70,decomand,1,Etaj 9 / 9,1,2,1993,beton,bloc de apartamente,P+9E,NaN,1,1,44.3914148,26.1269648,Sud,73.500 
187,2,"49,1 ",56.35,"59,2 ",decomand,1,Etaj 4 / 12,1,1,2022 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,NaN,1,44.4785784,26.0534789,Herăstrău,88.385 
188,2,52,NaN,NaN,decomand,1,Etaj 1,1,1,NaN,caramida,bloc de apartamente,NaN,NaN,NaN,NaN,44.4178239,26.1893572,Titan,62.900 
189,2,56,56,56,decomand,1,Etaj 2 / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.3970663,26.0438416,Rahova,35.700 
190,2,"52,27 ",59.47,"64,6 ",decomand,lux,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E,NaN,NaN,1,44.4124154,26.1827554,Titan,71.500 
191,2,"48,04 ",NaN,"54,3 ",decomand,1,Etaj 2 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4131096,26.1979729,Theodor Pallady,51.490 
192,3,95,95,112,semidecomand,1,Etaj 1 / 3,1,2,2020,beton,bloc de apartamente,P+3E,NaN,NaN,2,44.5403926,26.0652923,Odăi,92.500 
193,3,71,71,90,decomand,1,Etaj 3 / 11,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.4114992,26.1270112,Mihai Bravu,121.000 
194,2,40,NaN,NaN,decomand,NaN,Parter / 7,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+7E,NaN,1,1,44.4434818,25.9874917,Militari,36.800 
195,1,31,NaN,NaN,decomand,1,Etaj 2 / 3,1,1,2020,caramida,bloc de apartamente,P+3E,NaN,NaN,1,44.4470921,25.999823,Militari,29.500 
196,2,56,56,56,decomand,1,Etaj 2 / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.3971378,26.0426611,Rahova,35.500 
197,1,53,53,53,decomand,1,Etaj 1 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1 (închise),44.4142353,26.0146591,Drumul Taberei,33.000 
198,2,"55,3 ",55.3,"63,5 ",decomand,1,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,1,1,44.3667545,26.1540932,Central,49.800 
199,2,"51,95 ",NaN,"56,4 ",decomand,1,Etaj 1 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4134561,26.2021231,Theodor Pallady,55.490 
200,2,"49,81 ",NaN,"54,7 ",decomand,1,Etaj 1 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4108572,26.196293,Theodor Pallady,53.490 
201,3,"90,53 ",NaN,"108,6 ",decomand,lux,Etaj 2 / 7,1,2,2020,beton,bloc de apartamente,P+7E,1,1,1,44.4906532,26.1191885,Pipera,119.000 
202,2,"72,37 ",NaN,"86,8 ",decomand,lux,Etaj 1 / 7,1,1,2020,beton,bloc de apartamente,P+7E,1,1,1,44.491393,26.1240441,Pipera,88.600 
203,2,52,52,61,decomand,1,Etaj 1 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4144956,26.2008475,Theodor Pallady,55.490 
204,3,"107,1 ",NaN,"156,6 ",semidecomand,lux,Etaj 1 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4760627,26.0916034,Herăstrău,275.000 
205,3,"87,36 ",87.36,"107,34 ",decomand,lux,Etaj 6 / 7,1,2,2019,beton,bloc de apartamente,S+P+7E,1,1,1,44.4895408,26.1307693,Pipera,215.000 
206,2,"73,08 ",73.08,84,decomand,lux,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+6E+M,NaN,NaN,1,44.4380427,25.9876425,Militari,63.660 
207,2,"53,52 ",53.52,"61,54 ",decomand,lux,Parter / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,44.3904776,26.0189572,Rahova,40.140 
208,3,"55,35 ",62.7,"66,2 ",decomand,1,Etaj 3 / 12,1,1,2020,beton,bloc de apartamente,S+P+12E,NaN,NaN,1,44.4785172,26.053436,Herăstrău,112.446 
209,3,73,NaN,NaN,NaN,1,Etaj 1,1,NaN,NaN,NaN,bloc de apartamente,NaN,NaN,NaN,NaN,44.4179068,26.1894213,Titan,83.400 
210,3,80,80,92,decomand,lux,Etaj 5 / 11,1,2,2020,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.4090997,25.9917095,Ghencea,70.389 
211,1,27,27,NaN,decomand,NaN,Etaj 3 / 3,1,1,2021 (in constructie),beton,bloc de apartamente,P+3E,NaN,NaN,1,44.4469341,25.992514,Militari,23.000 
212,3,"80,4 ",80.4,"86,74 ",decomand,lux,Etaj 4 / 7,1,2,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,2,44.4923534,26.1210971,Pipera,116.883 
213,3,"80,4 ",80.4,"86,74 ",decomand,lux,Etaj 5 / 7,1,2,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,2,44.4930148,26.120402,Pipera,120.000 
214,2,"48,04 ",NaN,"54,3 ",decomand,1,Etaj 1 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4113193,26.1970746,Theodor Pallady,51.490 
215,3,"80,4 ",80.4,"86,74 ",decomand,lux,Etaj 4 / 7,1,2,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,2,44.4929993,26.1206586,Pipera,116.883 
216,2,"45,99 ",NaN,"52,3 ",decomand,1,Etaj 1 / 7,1,1,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4140528,26.2027968,Theodor Pallady,47.990 
217,3,"80,4 ",80.4,"86,74 ",decomand,lux,Etaj 3 / 7,1,2,2021 (in constructie),NaN,bloc de apartamente,P+7E,NaN,NaN,2,44.4933822,26.1201445,Pipera,120.000 
218,2,61,NaN,72,decomand,1,Etaj 1 / 7,NaN,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4149447,26.1899868,Theodor Pallady,58.100 
219,3,67,NaN,75,decomand,1,Etaj 3 / 4,1,1,2020,altele,bloc de apartamente,P+4E,NaN,1,1,44.3698959,26.1451789,Apărătorii Patriei,73.500 
220,3,97,NaN,120,decomand,1,Etaj 2 / 3,1,2,1970,beton,bloc de apartamente,P+3E,1,2,1,44.4624851,26.0825753,Aviatorilor,239.990 
221,3,76,88,108,decomand,1,Etaj 1 / 7,1,2,2019,beton,bloc de apartamente,P+7E,NaN,NaN,2,44.4640494,26.0634177,Domenii,161.000 
222,3,80,NaN,99,decomand,1,Etaj 1 / 5,NaN,2,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4162409,26.1986556,Theodor Pallady,87.520 
223,3,70,NaN,91,decomand,lux,Etaj 2 / 4,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+4E,NaN,1,1,44.5394161,25.9820435,Băneasa,90.480 
224,2,52,NaN,62,semidecomand,lux,Etaj 1 / 20,1,1,2022 (in constructie),beton,bloc de apartamente,S+P+20E,NaN,NaN,1,44.4692975,26.1102519,Floreasca,152.000 
225,1,39,39,49,decomand,1,Etaj 2 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,D+P+6E,NaN,1,1,44.3593765,26.1486015,Berceni,33.900 
226,2,"66,99 ",NaN,"88,2 ",decomand,1,Etaj 4 / 7,NaN,1,2020,beton,bloc de apartamente,S+P+7E,NaN,NaN,1,44.4886183,26.1185977,Pipera,108.000 
227,4,"100,8 ",109.8,"133,7 ",decomand,lux,Etaj 1 / 12,1,2,2021 (in constructie),beton,bloc de apartamente,S+P+12E,NaN,2,1,44.4741953,26.0554898,Domenii,219.170 
228,2,"58,8 ",NaN,"71,2 ",decomand,lux,Parter / 6,1,1,2020,beton,bloc de apartamente,P+6E,NaN,NaN,NaN,44.4899924,26.0860008,Băneasa,129.360 
229,2,55,62,78,decomand,lux,Etaj 2 / 11,1,1,2020,beton,bloc de apartamente,S+D+P+11E,NaN,NaN,1,44.4743841,26.0545943,1 Mai,137.000 
230,3,"84,1 ",103.6,127,decomand,lux,Etaj 2 / 6,1,2,2020,beton,bloc de apartamente,P+6E,NaN,NaN,3,44.4899844,26.0861287,Herăstrău,227.920 
231,1,45,45,53,decomand,1,Etaj 4 / 4,1,1,2020,beton,bloc de apartamente,D+P+4E,NaN,NaN,1,44.4932337,26.1271687,Pipera,57.200 
232,4,"93,4 ",99,NaN,decomand,1,Etaj 1 / 8,1,2,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,44.3759076,26.1029545,P-ţa Reşiţa,114.000 
233,3,83,NaN,94,NaN,lux,Etaj 4 / 6,1,2,2020,NaN,bloc de apartamente,P+6E,NaN,NaN,NaN,44.4647995,26.0980443,Floreasca,219.000 
234,3,"73,2 ",NaN,91,semidecomand,lux,Etaj 2 / 20,1,2,2022 (in constructie),beton,bloc de apartamente,S+P+20E,NaN,NaN,1,44.4689685,26.1103815,Floreasca,284.000 
235,2,"60,2 ",NaN,72,decomand,lux,Etaj 1 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1 (închise),44.3758251,26.1100156,Brâncoveanu,72.000 
236,2,66,66,70,decomand,1,Etaj 1 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4167027,26.1946023,Theodor Pallady,72.368 
237,2,57,57,67,decomand,1,Etaj 6 / 6,1,1,2020,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.3613567,26.15055,Berceni,62.000 
238,3,"107,1 ",NaN,"127,9 ",NaN,lux,Etaj 1 / 5,1,2,2020,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4791907,26.0909835,Herăstrău,275.000 
239,5,"331,36 ",NaN,"401,31 ",NaN,NaN,Etaj 10 / 10,NaN,NaN,2017,NaN,bloc de apartamente,P+10E,NaN,NaN,NaN,44.4847795,26.094981,Nordului,1.300.000 
240,5,177,NaN,220,decomand,lux,Etaj 4 / 5,1,3,2020,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4767742,26.0916932,Herăstrău,510.000 
241,5,"181,98 ",185.34,236,NaN,lux,Etaj 9 / 10,NaN,4,2020,beton,bloc de apartamente,S+P+10E,NaN,NaN,2,44.484222,26.1085374,Aviaţiei,770.000 
242,3,"70,71 ",NaN,"77,78 ",decomand,1,Etaj 1 / 7,NaN,2,2020,caramida,bloc de apartamente,S+P+7E,NaN,NaN,NaN,44.4117299,26.2009732,Theodor Pallady,72.490 
243,2,40,NaN,NaN,decomand,1,Etaj 10 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4352753,25.9730796,Militari,42.300 
244,2,60,NaN,NaN,decomand,1,Etaj 3 / 10,1,1,2020,beton,bloc de apartamente,P+10E,NaN,NaN,1,44.4389571,25.9785863,Militari,61.000 
245,1,33,36,40,semidecomand,1,Parter / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4816669,26.0895334,Herăstrău,76.123 
246,2,63,NaN,75,decomand,1,Etaj 3 / 3,1,1,2021 (finalizata),beton,bloc de apartamente,P+3E,NaN,NaN,1,44.3811838,26.1599136,Sud,52.100 
247,3,84,102,139,decomand,lux,Parter / 5,1,2,2021 (in constructie),beton,bloc de apartamente,S+D+P+5E,NaN,NaN,1,44.4820217,26.0898987,Herăstrău,241.220 
248,1,"38,5 ",38.5,46,decomand,1,Etaj 4 / 5,1,1,2020,beton,bloc de apartamente,P+5E,NaN,NaN,1,44.3652593,26.1078629,Metalurgiei,42.500 
249,2,66,NaN,88,decomand,1,Etaj 1 / 9,1,1,2021 (in constructie),beton,bloc de apartamente,S+P+9E,NaN,1,1,44.4146701,26.089096,Parcul Carol,90.150 
250,2,59,NaN,69,decomand,1,Etaj 2 / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.3757936,26.1516387,Apărătorii Patriei,66.000 
251,5,"218,01 ",NaN,"254,11 ",decomand,NaN,Etaj 5 / 5,NaN,NaN,2020,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4772037,26.0942803,Herăstrău,550.000 
252,1,"33,51 ",50.41,"60,2 ",decomand,1,Parter / 3,1,1,2021 (in constructie),beton,bloc de apartamente,P+3E+M,NaN,NaN,1,44.4208461,26.0802442,13 Septembrie,72.900 
253,2,"63,7 ",NaN,"70,31 ",NaN,NaN,Etaj 4 / 5,NaN,NaN,2020,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4754218,26.0885042,Herăstrău,144.000 
254,2,"48,54 ",61.73,"78,01 ",decomand,1,Etaj 1 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.4207489,26.0803772,13 Septembrie,102.900 
255,2,57,57,69,decomand,1,Etaj 9 / 11,1,1,2020,beton,bloc de apartamente,P+11E,NaN,NaN,1,44.3654199,26.1485655,Apărătorii Patriei,75.000 
256,4,"173,91 ",NaN,"206,3 ",NaN,NaN,Etaj 5 / 5,NaN,NaN,2020,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4750051,26.0933102,Herăstrău,400.000 
257,4,"120,16 ",NaN,"146,3 ",decomand,lux,Etaj 3 / 5,1,3,2021 (finalizata),NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4741141,26.0924478,Herăstrău,315.000 
258,3,"83,75 ",87.82,"111,16 ",semidecomand,lux,Etaj 10 / 11,1,2,NaN,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.483927,26.1091039,Aviaţiei,146.000 
259,1,34,34,42,decomand,1,Etaj 3 / 6,1,1,2020,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4187092,26.0097863,Drumul Taberei,39.999 
260,1,38,NaN,42,decomand,1,Etaj 1 / 5,1,1,2021 (finalizata),beton,bloc de apartamente,P+5E,NaN,NaN,1,44.3688492,25.98788,Berceni,37.500 
261,3,"84,23 ",87.07,"106,1 ",decomand,lux,Etaj 3 / 4,1,2,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.495269,26.0027801,Bucureştii Noi,109.500 
262,4,100,NaN,110,decomand,1,Etaj 6 / 9,1,2,2020,beton,bloc de apartamente,S+P+9E,NaN,NaN,2,44.4149704,26.1297458,Mihai Bravu,145.000 
263,3,110,125,NaN,decomand,lux,Etaj 4 / 4,1,3,2019,beton,bloc de apartamente,P+4E,NaN,30,1,44.514863,26.0161518,Străuleşti,123.900 
264,4,160,NaN,180,NaN,NaN,Etaj 4 / 5,NaN,NaN,2010,NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4843181,26.0875609,Herăstrău,690.000 
265,2,64,NaN,74,decomand,lux,Etaj 1 / 5,1,1,2020,beton,bloc de apartamente,D+P+5E,NaN,NaN,1,44.3665951,26.1176815,Berceni,60.743 
266,4,120,140,170,decomand,lux,Parter / 1,1,3,2015,beton,bloc de apartamente,P+1E+M,NaN,2,1,44.3817167,26.1634865,Berceni,139.900 
267,3,87,NaN,99,semidecomand,1,Parter / 1,1,2,Între 1941 şi 1977,caramida,casa/vila,D+P+1E+M,NaN,NaN,1,44.4643828,26.0930137,Primăverii,239.000 
268,2,50,50,60,decomand,1,Etaj 2 / 8,1,1,2020,beton,bloc de apartamente,D+P+8E,NaN,1,1 (închise),44.438212,25.9784375,Militari,51.600 
269,3,"71,81 ",NaN,"86,17 ",decomand,1,Etaj 7 / 7,1,2,2020,beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4450436,25.9826108,Militari,59.900 
270,3,70,70,80,decomand,lux,Etaj 2 / 5,1,1,2020,beton,bloc de apartamente,D+P+5E,NaN,NaN,1 (închise),44.3746363,26.1124655,Brâncoveanu,86.500 
271,2,61,65,72,decomand,lux,Etaj 1 / 2,1,1,2020,beton,bloc de apartamente,P+2E,NaN,1,1,44.4409389,26.0244557,Lujerului,85.000 
272,2,"69,5 ",69.5,"69,5 ",decomand,1,Etaj 3 / 3,1,1,2020,beton,bloc de apartamente,P+3E,NaN,NaN,1,44.4062498,26.1653869,Nicolae Grigorescu,82.000 
273,1,39,NaN,49,decomand,1,Etaj 3 / 6,1,1,2021 (in constructie),beton,bloc de apartamente,P+6E,NaN,NaN,1,44.366842,26.1541543,Berceni,33.900 
274,2,64,64,75,decomand,lux,Etaj 2 / 5,1,1,2021 (in constructie),beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4164186,26.1983839,Titan,69.700 
275,1,35,NaN,NaN,decomand,1,Etaj 1 / 4,1,1,1974,NaN,bloc de apartamente,P+4E,NaN,NaN,NaN,44.4229946,26.0151346,Drumul Taberei,43.500 
276,1,"20,57 ",NaN,"24,68 ",decomand,1,Demisol / 6,1,1,2020,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4468136,25.9916927,Militari,18.000 
277,2,55,55,63,semidecomand,lux,Etaj 5 / 11,1,1,2020,beton,bloc de apartamente,S+P+11E,NaN,NaN,1,44.4077741,25.9856593,Prelungirea Ghencea,49.499 
278,1,36,36,44,decomand,1,Etaj 4 / 6,1,1,2020,beton,bloc de apartamente,P+6E,NaN,NaN,1,44.4186479,26.0097863,Drumul Taberei,42.500 
279,3,"72,3 ",78.65,NaN,decomand,1,Etaj 1 / 8,1,2,2022 (in constructie),beton,bloc de apartamente,P+8E,NaN,NaN,1,44.3759076,26.1029545,P-ţa Reşiţa,87.000 
280,5,"256,16 ",NaN,"293,5 ",NaN,NaN,Etaj 5 / 5,NaN,NaN,2021 (in constructie),NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4230676,26.1029491,Herăstrău,675.000 
281,3,71,NaN,81,decomand,1,Etaj 1 / 7,1,2,2021 (finalizata),altele,bloc de apartamente,P+7E,NaN,1,1,44.4107738,26.2001737,Theodor Pallady,72.490 
282,3,67,NaN,76,decomand,1,Etaj 2 / 4,1,1,2021 (finalizata),altele,bloc de apartamente,P+4E,NaN,1,1,44.411223,26.1975057,Theodor Pallady,72.798 
283,2,49,NaN,59,decomand,1,Etaj 1 / 7,NaN,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,44.4129812,26.2024285,Theodor Pallady,51.490 
284,1,37,37,45,decomand,1,Etaj 1 / 4,1,1,2020,beton,bloc de apartamente,P+4E,NaN,NaN,1,44.4127406,26.0025562,Valea Oltului,37.500 
285,2,56,56,63,decomand,1,Etaj 6 / 6,1,1,2020,NaN,bloc de apartamente,P+6E,NaN,NaN,1,44.4187399,26.0097434,Drumul Taberei,58.500 
286,2,40,40,48,decomand,lux,Parter / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,NaN,44.3904814,26.0189652,Rahova,29.880 
287,3,"89,6 ",89.6,"99,6 ",decomand,1,Etaj 2 / 7,1,2,2021 (proiect),beton,bloc de apartamente,P+7E,NaN,1,1,44.416634,26.0593889,13 Septembrie,105.300 
288,2,55,55,67,decomand,1,Etaj 2 / 7,1,1,2021 (in constructie),beton,bloc de apartamente,P+7E,NaN,NaN,1,44.3775407,26.1233587,Berceni,59.400 
289,2,50,NaN,50,decomand,1,Etaj 1 / 4,1,1,2019,beton,bloc de apartamente,P+4E,NaN,NaN,1 (închise),44.37563,26.1277875,Berceni,56.000 
290,5,168,NaN,"201,45 ",decomand,lux,Etaj 5 / 5,1,3,2021 (finalizata),NaN,bloc de apartamente,P+5E,NaN,NaN,NaN,44.4753577,26.0817938,Herăstrău,499.999 
291,2,"62,19 ",NaN,"75,09 ",NaN,lux,Etaj 3 / 5,1,NaN,2020,NaN,bloc de apartamente,P+5E,NaN,NaN,1,44.476223,26.0948912,Herăstrău,172.000 
292,2,"58,45 ",62.75,"62,75 ",semidecomand,1,Etaj 10,1,1,2020,beton,bloc de apartamente,S+D+P,NaN,NaN,1,44.4270264,26.0153438,Drumul Taberei,69.000 
293,2,66,NaN,72,decomand,1,Etaj 3 / 5,1,1,2020,beton,bloc de apartamente,S+P+5E,NaN,NaN,1,44.3645737,26.1526579,Berceni,54.000 
294,3,72,NaN,82,decomand,1,Etaj 4 / 5,NaN,2,2021 (finalizata),beton,bloc de apartamente,P+5E,NaN,NaN,1,44.4136422,26.1881004,Theodor Pallady,71.340 
295,4,92,98,123,decomand,1,Etaj 3 / 8,1,2,1999,NaN,bloc de apartamente,P+8E,NaN,1,3,44.4320983,26.1290103,Calea Călăraşilor,159.990 
